set_num,name,year,theme,subtheme,pieces,minifigs,usretailprice,rating,reviewcount,agemin,agemax,outside_brand,baby,education,broad_theme
7527-1,Pretty in Pink Beauty Set,2005,Clikits,,136,NA,20,0,0,NA,,FALSE,FALSE,FALSE,Other
7534-1,Stylin' Citrus Jewels-n-More,2005,Clikits,,67,1,8,4,1,NA,,FALSE,FALSE,FALSE,Other
7535-1,Groovy Grape Jewels-n-More,2005,Clikits,,67,1,8,0,0,NA,,FALSE,FALSE,FALSE,Other
7537-1,Cool Carry-All Set,2005,Clikits,,74,NA,15,0,0,NA,,FALSE,FALSE,FALSE,Other
7540-1,Friends 4-Ever Jewels & More,2005,Clikits,,66,NA,10,0,0,NA,,FALSE,FALSE,FALSE,Other
7542-1,Flashin' Fashion Frame,2005,Clikits,,50,NA,20,0,0,NA,,FALSE,FALSE,FALSE,Other
7841-1,Helicopter Rescue Unit,2005,Duplo,Airport,25,3,20,0,0,NA,,FALSE,TRUE,FALSE,Baby
7843-1,Plane,2005,Duplo,Airport,32,2,39.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
8415-1,Dump Truck,2005,Technic,,284,NA,30,3.5,2,NA,,FALSE,FALSE,FALSE,Other
8418-1,Mini Loader,2005,Technic,,66,NA,5.99,4,1,NA,,FALSE,FALSE,FALSE,Other
8419-1,Excavator,2005,Technic,,286,NA,20,4.25,4,NA,,FALSE,FALSE,FALSE,Other
8420-1,Street Bike,2005,Technic,,506,NA,49.99,4.66666666666667,6,NA,,FALSE,FALSE,FALSE,Other
8421-1,Mobile Crane,2005,Technic,,1884,NA,150,4.82352941176471,17,NA,,FALSE,FALSE,FALSE,Other
8641-1,Flame Glider,2005,Racers,Tiny Turbos,52,NA,4,4.33333333333333,9,NA,,FALSE,FALSE,FALSE,Other
8642-1,Monster Crusher,2005,Racers,Tiny Turbos,43,NA,4,3.66666666666667,3,NA,,FALSE,FALSE,FALSE,Other
8643-1,Power Cruiser,2005,Racers,Tiny Turbos,46,NA,4,3.58333333333333,12,NA,,FALSE,FALSE,FALSE,Other
8644-1,Street Maniac,2005,Racers,Tiny Turbos,36,NA,4,4.14285714285714,7,NA,,FALSE,FALSE,FALSE,Other
8645-1,Muscle Slammer Bike,2005,Racers,Power Racers,126,NA,10,0,0,NA,,FALSE,FALSE,FALSE,Other
8646-1,Speed Slammer Bike,2005,Racers,Power Racers,126,NA,10,5,1,NA,,FALSE,FALSE,FALSE,Other
8647-1,Night Racer,2005,Racers,Power Racers,76,NA,10,4,3,NA,,FALSE,FALSE,FALSE,Other
8648-1,Buzz Saw,2005,Racers,Power Racers,64,NA,10,4.33333333333333,3,NA,,FALSE,FALSE,FALSE,Other
8649-1,Nitro Menace,2005,Racers,Power Racers,622,NA,49.99,4,3,10,,FALSE,FALSE,FALSE,Other
8650-1,Furious Slammer Racer,2005,Racers,Power Racers,254,NA,20,3,1,NA,,FALSE,FALSE,FALSE,Other
8651-1,Jumping Giant,2005,Racers,Power Racers,242,NA,20,0,0,NA,,FALSE,FALSE,FALSE,Other
8652-1,Enzo Ferrari 1:17,2005,Racers,Ferrari,477,NA,40,3.8,15,NA,,FALSE,FALSE,FALSE,Other
8653-1,Enzo Ferrari 1:10,2005,Racers,Ferrari,1360,NA,100,4.125,8,NA,,FALSE,FALSE,FALSE,Other
8654-1,Scuderia Ferrari Truck,2005,Racers,Ferrari,813,6,79.99,4.42857142857143,7,NA,,FALSE,FALSE,FALSE,Other
8655-1,RX-Sprinter,2005,Racers,Tiny Turbos,58,NA,4,4.6,5,NA,,FALSE,FALSE,FALSE,Other
8656-1,F6 Truck,2005,Racers,Tiny Turbos,47,NA,4,3.5,6,NA,,FALSE,FALSE,FALSE,Other
8657-1,ATR 4,2005,Racers,Tiny Turbos,39,NA,4,4.6,5,NA,,FALSE,FALSE,FALSE,Other
8658-1,Big Bling Wheelie,2005,Racers,Tiny Turbos,32,NA,4,4.16666666666667,6,NA,,FALSE,FALSE,FALSE,Other
8736-1,Toa Hordika Vakama,2005,Bionicle,Toa Hordika,48,NA,8.99,4.4,5,NA,,FALSE,FALSE,FALSE,Other
8737-1,Toa Hordika Nokama,2005,Bionicle,Toa Hordika,48,NA,9,4.125,8,NA,,FALSE,FALSE,FALSE,Other
8738-1,Toa Hordika Whenua,2005,Bionicle,Toa Hordika,48,NA,9,4.2,5,NA,,FALSE,FALSE,FALSE,Other
8739-1,Toa Hordika Onewa,2005,Bionicle,Toa Hordika,48,NA,9,4.5,4,NA,,FALSE,FALSE,FALSE,Other
8740-1,Toa Hordika Matau,2005,Bionicle,Toa Hordika,48,NA,9,4.42857142857143,7,NA,,FALSE,FALSE,FALSE,Other
8741-1,Toa Hordika Nuju,2005,Bionicle,Toa Hordika,48,NA,9,4.66666666666667,3,NA,,FALSE,FALSE,FALSE,Other
8742-1,Visorak Vohtarak,2005,Bionicle,Visorak,48,NA,9,4.2,5,NA,,FALSE,FALSE,FALSE,Other
8743-1,Visorak Boggarak,2005,Bionicle,Visorak,48,NA,9,4.2,5,NA,,FALSE,FALSE,FALSE,Other
8744-1,Visorak Oohnorak,2005,Bionicle,Visorak,47,NA,9,4.16666666666667,6,NA,,FALSE,FALSE,FALSE,Other
8745-1,Visorak Roporak,2005,Bionicle,Visorak,48,NA,9,4.5,4,NA,,FALSE,FALSE,FALSE,Other
8746-1,Visorak Keelerak,2005,Bionicle,Visorak,48,NA,9,4.4,5,NA,,FALSE,FALSE,FALSE,Other
8747-1,Visorak Suukorak,2005,Bionicle,Visorak,48,NA,9,4.66666666666667,3,NA,,FALSE,FALSE,FALSE,Other
8748-1,Rhotuka Spinners,2005,Bionicle,Accessories,5,NA,2,4,2,NA,,FALSE,FALSE,FALSE,Other
8755-1,Keetongu,2005,Bionicle,Warriors,203,NA,20,4.41666666666667,12,NA,,FALSE,FALSE,FALSE,Other
8756-1,Sidorak,2005,Bionicle,Warriors,211,NA,20,4.4,5,NA,,FALSE,FALSE,FALSE,Other
8757-1,Visorak Battle Ram,2005,Bionicle,Playsets,176,14,30,3.66666666666667,6,NA,,FALSE,FALSE,FALSE,Other
8758-1,Tower of Toa,2005,Bionicle,Playsets,401,14,50,4.5,2,NA,,FALSE,FALSE,FALSE,Other
8759-1,Battle of Metru Nui,2005,Bionicle,Playsets,858,14,80,4.5,4,NA,,FALSE,FALSE,FALSE,Other
8761-1,Roodaka,2005,Bionicle,Warriors,233,NA,20,5,7,NA,,FALSE,FALSE,FALSE,Other
8769-1,Visorak's Gate,2005,Bionicle,Playsets,318,14,40,4,1,NA,,FALSE,FALSE,FALSE,Other
8791-1,Sir Danju,2005,Castle,Knights' Kingdom II,42,NA,8.99,3.5,4,NA,,FALSE,FALSE,FALSE,Other
8792-1,Sir Jayko,2005,Castle,Knights' Kingdom II,43,NA,9,3.5,4,NA,,FALSE,FALSE,FALSE,Other
8793-1,Sir Rascus,2005,Castle,Knights' Kingdom II,44,NA,9,4,5,NA,,FALSE,FALSE,FALSE,Other
8794-1,Sir Santis,2005,Castle,Knights' Kingdom II,44,NA,9,3.75,4,NA,,FALSE,FALSE,FALSE,Other
8795-1,Lord Vladek,2005,Castle,Knights' Kingdom II,44,NA,9,3.5,4,NA,,FALSE,FALSE,FALSE,Other
8873-1,Fireball Catapult,2005,Castle,Knights' Kingdom II,46,2,8,4.16666666666667,6,NA,,FALSE,FALSE,FALSE,Other
8874-1,Battle Wagon,2005,Castle,Knights' Kingdom II,129,3,20,4,6,NA,,FALSE,FALSE,FALSE,Other
8875-1,King's Siege Tower,2005,Castle,Knights' Kingdom II,135,4,20,4.25,4,NA,,FALSE,FALSE,FALSE,Other
8876-1,Scorpion Prison Cave,2005,Castle,Knights' Kingdom II,280,5,40,4.75,4,NA,,FALSE,FALSE,FALSE,Other
8877-1,Vladek's Dark Fortress,2005,Castle,Knights' Kingdom II,967,9,99.99,4.90909090909091,11,NA,,FALSE,FALSE,FALSE,Other
9231-1,Playhouse Set,2005,Education,Duplo,105,4,69,0,0,NA,,FALSE,FALSE,TRUE,Educational
9232-1,Hospital Set,2005,Education,Duplo,100,7,64,0,0,NA,,FALSE,FALSE,TRUE,Educational
9234-1,Dolls Family Set,2005,Education,Duplo,76,6,89,0,0,NA,,FALSE,FALSE,TRUE,Educational
9236-1,Garden Set,2005,Education,Duplo,37,4,26,0,0,NA,,FALSE,FALSE,TRUE,Educational
9247-1,Community Workers,2005,Education,,202,31,49.99,5,1,NA,,FALSE,FALSE,TRUE,Educational
10143-1,Death Star II,2005,Star Wars,Ultimate Collector Series,3441,NA,269.99,4.42857142857143,7,16,,TRUE,FALSE,FALSE,Outside brand
10144-1,Sandcrawler,2005,Star Wars,Episode IV,1669,11,139.99,4.68181818181818,22,12,,TRUE,FALSE,FALSE,Outside brand
10168-1,Mrs. Bunny,2005,Seasonal,Easter,61,NA,3.99,0,0,NA,,FALSE,FALSE,FALSE,Other
10169-1,Chicken & Chicks,2005,Seasonal,Easter,57,NA,3.99,1,1,NA,,FALSE,FALSE,FALSE,Other
10170-1,TTX Intermodal Double-Stack Car,2005,Trains,9V,366,NA,40,5,3,NA,,FALSE,FALSE,FALSE,Other
10203-1,Voporak,2005,Bionicle,Warriors,647,NA,50,0,0,NA,,FALSE,FALSE,FALSE,Other
65766-1,Thomas Bridge & Tunnel Set,2005,Duplo,Product Collection,87,NA,70,5,1,NA,,FALSE,TRUE,FALSE,Baby
65767-1,Attack from the Sea,2005,Castle,Product Collection,314,NA,30,3.5,2,NA,,FALSE,FALSE,FALSE,Other
65769-1,Vladek Value Pack,2005,Castle,Product Collection,86,NA,20,0,0,NA,,FALSE,FALSE,FALSE,Other
65771-1,Episode III Collectors' Set,2005,Star Wars,Product Collection,544,NA,60,4.75,4,NA,,TRUE,FALSE,FALSE,Outside brand
2159-1,9V Train Track Starter Collection,2006,Trains,9V,24,NA,29.99,5,2,8,,FALSE,FALSE,FALSE,Other
2598-1,Large Red Building Plate,2006,Duplo,,1,NA,14.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
3298-1,Lift and Load Sumsy,2006,Duplo,Bob the Builder,12,NA,10,0,0,NA,,FALSE,TRUE,FALSE,Baby
3299-1,Scrambler and Dizzy at Bob's Workshop,2006,Duplo,Bob the Builder,50,1,19.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
3300-1,Harold the Helicopter,2006,Duplo,Thomas the Tank Engine,7,NA,10,0,0,NA,,FALSE,TRUE,FALSE,Baby
3301-1,Cranky-Loading Crane,2006,Duplo,Thomas the Tank Engine,34,NA,20,0,0,NA,,FALSE,TRUE,FALSE,Baby
3569-1,Grand Soccer Stadium,2006,Sports,Football,386,14,49.99,4.25,4,NA,,FALSE,FALSE,FALSE,Other
3570-1,Street Soccer,2006,Sports,Football,199,4,20,4,5,NA,,FALSE,FALSE,FALSE,Other
3825-1,Krusty Krab,2006,SpongeBob SquarePants,,295,3,19.99,3.92307692307692,13,NA,,TRUE,FALSE,FALSE,Outside brand
3826-1,Build-A-Bob,2006,SpongeBob SquarePants,,445,1,29.99,3.66666666666667,3,NA,,TRUE,FALSE,FALSE,Outside brand
3827-1,Adventures in Bikini Bottom,2006,SpongeBob SquarePants,,579,3,39.99,4.38461538461538,13,NA,,TRUE,FALSE,FALSE,Outside brand
3828-1,Air Temple,2006,Avatar The Last Airbender,,400,4,30,4.66666666666667,3,NA,,FALSE,FALSE,FALSE,Other
3829-1,Fire Nation Ship,2006,Avatar The Last Airbender,,722,5,50,4.5,6,NA,,FALSE,FALSE,FALSE,Other
4206-1,9V Train Switching Track Collection,2006,Trains,9V,27,NA,44.99,0,0,NA,,FALSE,FALSE,FALSE,Other
4415-1,Auto Pod,2006,Creator,X-Pod,56,NA,3.49,4.75,4,NA,,FALSE,FALSE,FALSE,Other
4416-1,Robo Pod,2006,Creator,X-Pod,65,NA,3.49,4.5,8,NA,,FALSE,FALSE,FALSE,Other
4417-1,Aero Pod,2006,Creator,X-Pod,60,NA,3.5,4,2,NA,,FALSE,FALSE,FALSE,Other
4418-1,Dino Pod,2006,Creator,X-Pod,55,NA,3.5,4.16666666666667,6,NA,,FALSE,FALSE,FALSE,Other
4891-1,Highway Haulers,2006,Creator,,209,NA,9.99,4.2,5,NA,,FALSE,FALSE,FALSE,Other
4892-1,Prehistoric Power,2006,Creator,,380,NA,19.99,5,3,6,12,FALSE,FALSE,FALSE,Other
4893-1,Revvin' Riders,2006,Creator,,360,NA,20,4.5,2,NA,,FALSE,FALSE,FALSE,Other
4894-1,Mythical Creatures,2006,Creator,,588,NA,29.99,4.55555555555556,9,NA,,FALSE,FALSE,FALSE,Other
4895-1,Motion Power,2006,Creator,,611,NA,49.99,4,3,NA,,FALSE,FALSE,FALSE,Other
4896-1,Roaring Roadsters,2006,Creator,,931,NA,60,4,5,NA,,FALSE,FALSE,FALSE,Other
4960-1,Giant Zoo,2006,Duplo,LEGO Ville,126,5,69.99,4.5,2,NA,,FALSE,TRUE,FALSE,Baby
4962-1,Baby Zoo,2006,Duplo,LEGO Ville,18,1,9.99,4.5,2,2,5,FALSE,TRUE,FALSE,Baby
4963-1,Police Patrol,2006,Duplo,LEGO Ville,8,1,7.5,0,0,NA,,FALSE,TRUE,FALSE,Baby
4964-1,Highway Help,2006,Duplo,LEGO Ville,26,2,19.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
4965-1,Police Action,2006,Duplo,LEGO Ville,65,4,50,0,0,NA,,FALSE,TRUE,FALSE,Baby
4966-1,Doll's House,2006,Duplo,LEGO Ville,95,4,69.99,5,1,NA,,FALSE,TRUE,FALSE,Baby
4967-1,Fire Helicopter,2006,Duplo,LEGO Ville,14,2,15.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
4971-1,Zoo Vehicles,2006,Duplo,LEGO Ville,37,2,24.99,4,1,NA,,FALSE,TRUE,FALSE,Baby
5470-1,My First Quatro Figure,2006,Quatro,,18,1,10,0,0,NA,,FALSE,TRUE,FALSE,Baby
5475-1,Girls Fantasy Bucket,2006,Make and Create,,190,NA,8,0,0,NA,,FALSE,FALSE,FALSE,Other
5491-1,XXL 2000,2006,Make and Create,,2000,NA,40,0,0,NA,,FALSE,FALSE,FALSE,Other
6205-1,V-wing Fighter,2006,Star Wars,Episode III,118,1,10,4.25,64,NA,,TRUE,FALSE,FALSE,Outside brand
6206-1,TIE Interceptor,2006,Star Wars,Episode VI,212,1,19.99,4.24390243902439,41,NA,,TRUE,FALSE,FALSE,Outside brand
6207-1,A-wing Fighter,2006,Star Wars,Episode VI,194,2,16,4.69444444444444,36,NA,,TRUE,FALSE,FALSE,Outside brand
6208-1,B-wing Fighter,2006,Star Wars,Episode VI,435,2,34.99,4.15151515151515,33,NA,,TRUE,FALSE,FALSE,Outside brand
6210-1,Jabba's Sail Barge,2006,Star Wars,Episode VI,781,8,74.99,4.82142857142857,28,NA,,TRUE,FALSE,FALSE,Outside brand
6211-1,Imperial Star Destroyer,2006,Star Wars,Episode IV,1367,9,99.99,4.41463414634146,41,9,14,TRUE,FALSE,FALSE,Outside brand
6212-1,X-wing Fighter,2006,Star Wars,Episode V,437,6,49.99,4.67307692307692,52,NA,,TRUE,FALSE,FALSE,Outside brand
7020-1,Army of Vikings with Heavy Artillery Wagon,2006,Vikings,,312,7,30,4.8,10,NA,,FALSE,FALSE,FALSE,Other
7577-1,Winter Wonder Palace,2006,Belville,,168,3,69.99,0,0,5,,FALSE,FALSE,FALSE,Other
7578-1,Ultimate Princesses,2006,Belville,,149,2,49.99,0,0,5,10,FALSE,FALSE,FALSE,Other
7579-1,Blossom Fairy,2006,Belville,,46,1,9.99,3,1,5,,FALSE,FALSE,FALSE,Other
7700-1,Stealth Hunter,2006,Exo-Force,Original,164,1,14.99,3.89473684210526,19,7,14,FALSE,FALSE,FALSE,Other
7701-1,Grand Titan,2006,Exo-Force,Original,196,1,15,4.3125,16,NA,,FALSE,FALSE,FALSE,Other
7702-1,Thunder Fury,2006,Exo-Force,Original,197,1,15,4.4,5,7,,FALSE,FALSE,FALSE,Other
7703-1,Fire Vulture,2006,Exo-Force,Original,177,1,15,3.83333333333333,6,7,14,FALSE,FALSE,FALSE,Other
7704-1,Sonic Phantom,2006,Exo-Force,Original,215,1,20,4,8,NA,,FALSE,FALSE,FALSE,Other
7705-1,Gate Assault,2006,Exo-Force,Original,402,5,30,4.45454545454545,11,NA,,FALSE,FALSE,FALSE,Other
7706-1,Mobile Defense Tank,2006,Exo-Force,Original,365,2,30,3.66666666666667,9,NA,,FALSE,FALSE,FALSE,Other
7707-1,Striking Venom,2006,Exo-Force,Original,646,6,49.99,4.75,8,8,14,FALSE,FALSE,FALSE,Other
7708-1,Uplink,2006,Exo-Force,Original,69,1,5,4.1578947368421,19,NA,,FALSE,FALSE,FALSE,Other
7709-1,Sentai Fortress,2006,Exo-Force,Original,1448,8,100,4.72727272727273,11,NA,,FALSE,FALSE,FALSE,Other
7711-1,Sentry,2006,Exo-Force,Original,78,1,4.99,4.46666666666667,15,NA,,FALSE,FALSE,FALSE,Other
7712-1,Supernova,2006,Exo-Force,Original,287,1,20,3.9,10,NA,,FALSE,FALSE,FALSE,Other
7779-1,The Batman Dragster: Catwoman Pursuit,2006,Batman,,92,2,10,3.70588235294118,17,6,12,TRUE,FALSE,FALSE,Outside brand
7780-1,The Batboat: Hunt for Killer Croc,2006,Batman,,188,2,19.99,4.16666666666667,12,7,12,TRUE,FALSE,FALSE,Outside brand
7781-1,The Batmobile: Two-Face's Escape,2006,Batman,,386,3,29.99,4.54838709677419,31,8,12,TRUE,FALSE,FALSE,Outside brand
7782-1,The Batwing: The Joker's Aerial Assault,2006,Batman,,523,3,50,4.5,16,8,12,TRUE,FALSE,FALSE,Outside brand
7783-1,The Batcave: The Penguin and Mr. Freeze's Invasion,2006,Batman,,1071,7,89.99,4.88888888888889,18,7,12,TRUE,FALSE,FALSE,Outside brand
7785-1,Arkham Asylum,2006,Batman,,860,7,79.99,3.92857142857143,14,8,12,TRUE,FALSE,FALSE,Outside brand
7846-1,Dragon Tournament,2006,Duplo,Castle,44,3,30,0,0,3,6,FALSE,TRUE,FALSE,Baby
7880-1,Big Pirate Ship,2006,Duplo,Pirates,60,4,99.99,5,1,4,7,FALSE,TRUE,FALSE,Baby
7881-1,Pirate Ship,2006,Duplo,Pirates,33,2,39.99,0,0,3,6,FALSE,TRUE,FALSE,Baby
7882-1,Shark Attack,2006,Duplo,Pirates,13,1,19.99,5,1,3,6,FALSE,TRUE,FALSE,Baby
7883-1,Treasure Hunt,2006,Duplo,Pirates,14,2,9.99,0,0,NA,,FALSE,TRUE,FALSE,Baby
7890-1,Ambulance,2006,City,Medical,118,1,7.99,4.4,15,5,12,FALSE,FALSE,FALSE,Other
7892-1,Hospital,2006,City,Medical,382,4,49.99,3.15384615384615,13,5,12,FALSE,FALSE,FALSE,Other
7893-1,Passenger Plane,2006,City,Airport,401,4,39.99,4.45945945945946,37,5,12,FALSE,FALSE,FALSE,Other
7894-1,Airport,2006,City,Airport,700,5,79.99,4.25,12,5,12,FALSE,FALSE,FALSE,Other
7895-1,Switching Tracks,2006,City,Trains,8,NA,15.99,3.75,4,5,12,FALSE,FALSE,FALSE,Other
7897-1,Passenger Train,2006,City,Trains,501,3,89.99,3.23809523809524,21,6,12,FALSE,FALSE,FALSE,Other
7898-1,Cargo Train Deluxe,2006,City,Trains,856,5,149.99,5,9,NA,,FALSE,FALSE,FALSE,Other
7899-1,Police Boat,2006,City,Police,199,3,24.99,4.71428571428571,14,5,12,FALSE,FALSE,FALSE,Other
7900-1,Heavy Loader,2006,City,Construction,347,1,24.99,4.42857142857143,7,5,12,FALSE,FALSE,FALSE,Other
7901-1,Airplane Mechanic,2006,City,Airport,26,1,3.49,3.75,4,5,12,FALSE,FALSE,FALSE,Other
7902-1,Doctor's Car,2006,City,Medical,66,1,5.99,4,8,5,12,FALSE,FALSE,FALSE,Other
7903-1,Rescue Helicopter,2006,City,Medical,249,3,19.99,4.11764705882353,17,5,12,FALSE,FALSE,FALSE,Other
7905-1,Building Crane,2006,City,Construction,721,3,69.99,4.84615384615385,13,NA,,FALSE,FALSE,FALSE,Other
8281-1,Mini Tractor,2006,Technic,,121,NA,10,4,2,NA,,FALSE,FALSE,FALSE,Other
8282-1,Quad Bike,2006,Technic,,200,NA,20,4,2,NA,,FALSE,FALSE,FALSE,Other
8283-1,Telehandler,2006,Technic,,323,NA,29.99,4.5,2,NA,,FALSE,FALSE,FALSE,Other
8285-1,Tow Truck,2006,Technic,,1877,NA,119.99,4.5,12,11,16,FALSE,FALSE,FALSE,Other
8287-1,Motor Box,2006,Technic,,93,NA,29.99,4,2,8,13,FALSE,FALSE,FALSE,Other
8288-1,Crawler Crane,2006,Technic,,800,NA,49.99,3.66666666666667,3,9,16,FALSE,FALSE,FALSE,Other
8289-1,Fire Truck,2006,Technic,,1035,NA,74.99,4.5,4,8,14,FALSE,FALSE,FALSE,Other
8528-1,Converter Cables for Mindstorms NXT,2006,Mindstorms,NXT,3,NA,9.99,0,0,10,,FALSE,FALSE,TRUE,Educational
8529-1,Connector Cables for Mindstorms NXT,2006,Mindstorms,NXT,7,NA,9.99,0,0,10,,FALSE,FALSE,TRUE,Educational
8624-1,Race for the Mask of Life,2006,Bionicle,Playsets,507,8,59.99,5,1,8,16,FALSE,FALSE,FALSE,Other
8625-1,Umbra,2006,Bionicle,Warriors,179,NA,25,4.2,5,8,16,FALSE,FALSE,FALSE,Other
8626-1,Irnakk,2006,Bionicle,Warriors,124,NA,25,3.5,4,8,16,FALSE,FALSE,FALSE,Other
8661-1,Carbon Star,2006,Racers,Tiny Turbos,44,NA,4,4.5,8,NA,,FALSE,FALSE,FALSE,Other
8662-1,Blue Renegade,2006,Racers,Tiny Turbos,49,NA,4,5,3,NA,,FALSE,FALSE,FALSE,Other
8663-1,Fat Trax,2006,Racers,Tiny Turbos,42,NA,4,4.5,4,NA,,FALSE,FALSE,FALSE,Other
8664-1,Road Hero,2006,Racers,Tiny Turbos,55,NA,4,4.85714285714286,7,NA,,FALSE,FALSE,FALSE,Other
8669-1,Fire Spinner 360,2006,Racers,Power Racers,113,NA,10,4,1,7,12,FALSE,FALSE,FALSE,Other
8670-1,Jump Master,2006,Racers,Power Racers,105,NA,10,4.5,2,NA,,FALSE,FALSE,FALSE,Other
8671-1,Ferrari 430 Spider 1:17,2006,Racers,Ferrari,559,NA,39.99,3.33333333333333,3,NA,,FALSE,FALSE,FALSE,Other
8672-1,Ferrari Finish Line,2006,Racers,Ferrari,573,10,60,4.71428571428571,7,8,12,FALSE,FALSE,FALSE,Other
8673-1,Ferrari F1 Fuel Stop,2006,Racers,Ferrari,189,5,19.99,4.33333333333333,3,NA,,FALSE,FALSE,FALSE,Other
8674-1,Ferrari F1 Racer 1:8,2006,Racers,Ferrari,1246,NA,139.99,3.83333333333333,6,NA,,FALSE,FALSE,FALSE,Other
8675-1,Outdoor Challenger,2006,Racers,Outdoor RC,104,NA,160,3,3,NA,,FALSE,FALSE,FALSE,Other
8676-1,Sunset Cruiser,2006,Racers,Outdoor RC,58,NA,60,3,1,NA,,FALSE,FALSE,FALSE,Other
8681-1,Tuner Garage,2006,Racers,Tiny Turbos,652,NA,39.99,4.83333333333333,6,7,12,FALSE,FALSE,FALSE,Other
8682-1,Nitro Intimidator,2006,Racers,Power Racers,724,NA,50,4,2,9,14,FALSE,FALSE,FALSE,Other
8701-1,King Jayko,2006,Castle,Knights' Kingdom II,130,NA,20,4.5,4,NA,,FALSE,FALSE,FALSE,Other
8702-1,Lord Vladek,2006,Castle,Knights' Kingdom II,112,NA,20,5,1,NA,,FALSE,FALSE,FALSE,Other
8703-1,Sir Kentis,2006,Castle,Knights' Kingdom II,43,NA,10,4.5,2,NA,,FALSE,FALSE,FALSE,Other
8704-1,Sir Adric,2006,Castle,Knights' Kingdom II,40,NA,10,4,7,NA,,FALSE,FALSE,FALSE,Other
8705-1,Dracus,2006,Castle,Knights' Kingdom II,38,NA,9.99,4.25,4,NA,,FALSE,FALSE,FALSE,Other
8706-1,Karzon,2006,Castle,Knights' Kingdom II,44,NA,9.99,3.8,5,NA,,FALSE,FALSE,FALSE,Other
8719-1,Zamor Spheres,2006,Bionicle,Accessories,10,NA,2,3.2,10,NA,,FALSE,FALSE,FALSE,Other
8721-1,Velika,2006,Bionicle,Matoran,21,NA,4,4.5,4,7,16,FALSE,FALSE,FALSE,Other
8722-1,Kazi,2006,Bionicle,Matoran,25,NA,3.99,4.16666666666667,6,7,16,FALSE,FALSE,FALSE,Other
8723-1,Piruk,2006,Bionicle,Matoran,27,NA,3.99,4.75,8,7,16,FALSE,FALSE,FALSE,Other
8724-1,Garan,2006,Bionicle,Matoran,21,NA,3.99,4.25,8,7,16,FALSE,FALSE,FALSE,Other
8725-1,Balta,2006,Bionicle,Matoran,22,NA,4,4.2,5,NA,,FALSE,FALSE,FALSE,Other
8726-1,Dalu,2006,Bionicle,Matoran,25,NA,3.99,4,5,7,16,FALSE,FALSE,FALSE,Other
8733-1,Axonn,2006,Bionicle,Warriors,196,NA,20,4.83333333333333,6,8,16,FALSE,FALSE,FALSE,Other
8734-1,Brutaka,2006,Bionicle,Warriors,193,NA,19.99,4.69230769230769,13,8,16,FALSE,FALSE,FALSE,Other
8764-1,Vezon & Fenrakk,2006,Bionicle,Warriors,281,NA,30,4.14285714285714,7,8,16,FALSE,FALSE,FALSE,Other
8813-1,Battle at the Pass,2006,Castle,Knights' Kingdom II,381,11,40,4.66666666666667,3,NA,,FALSE,FALSE,FALSE,Other
8821-1,Rogue Knight Battleship,2006,Castle,Knights' Kingdom II,152,3,20,4,6,NA,,FALSE,FALSE,FALSE,Other
8822-1,Gargoyle Bridge,2006,Castle,Knights' Kingdom II,250,3,30,4,3,NA,,FALSE,FALSE,FALSE,Other
8823-1,Mistlands Tower,2006,Castle,Knights' Kingdom II,431,6,50,4.75,4,NA,,FALSE,FALSE,FALSE,Other
8892-1,Piraka Outpost,2006,Bionicle,Playsets,211,4,29.99,5,1,7,16,FALSE,FALSE,FALSE,Other
8893-1,Lava Chamber Gate,2006,Bionicle,Playsets,373,8,39.99,4.5,6,7,16,FALSE,FALSE,FALSE,Other
8894-1,Piraka Stronghold,2006,Bionicle,Playsets,648,12,74.99,4,1,8,16,FALSE,FALSE,FALSE,Other
8900-1,Reidak,2006,Bionicle,Piraka,41,NA,8.99,4.46153846153846,13,7,16,FALSE,FALSE,FALSE,Other
8901-1,Hakann,2006,Bionicle,Piraka,42,NA,8.99,4.33333333333333,6,7,16,FALSE,FALSE,FALSE,Other
8902-1,Vezok,2006,Bionicle,Piraka,41,NA,8.99,3.66666666666667,9,7,16,FALSE,FALSE,FALSE,Other
8903-1,Zaktan,2006,Bionicle,Piraka,41,NA,8.99,4.11111111111111,9,7,16,FALSE,FALSE,FALSE,Other
8904-1,Avak,2006,Bionicle,Piraka,41,NA,9,4.3,10,7,16,FALSE,FALSE,FALSE,Other
8905-1,Thok,2006,Bionicle,Piraka,42,NA,8.99,4.75,8,7,16,FALSE,FALSE,FALSE,Other
9247-2,Community Workers,2006,Education,,235,31,49.99,4,4,NA,,FALSE,FALSE,TRUE,Educational
9841-1,NXT Intelligent Brick,2006,Mindstorms,NXT,1,NA,169.99,5,1,NA,,FALSE,FALSE,TRUE,Educational
10173-1,Holiday Train,2006,Creator Expert,Trains,965,7,89.99,4.5,6,NA,,FALSE,FALSE,FALSE,Other
10177-1,Boeing 787 Dreamliner,2006,Creator Expert,Aircraft,1197,NA,79.99,5,4,10,15,FALSE,FALSE,FALSE,Other
10204-1,Vezon & Kardas,2006,Bionicle,Warriors,670,NA,50,4.7,10,NA,,FALSE,FALSE,FALSE,Other
