set_num,name,year,theme,subtheme,pieces,minifigs,usretailprice,rating,reviewcount,agemin,agemax,outside_brand,baby,education,broad_theme
40262-1,Christmas Train Ride,2017,Seasonal,Christmas,169,3,9.99,4,1,7,,FALSE,FALSE,FALSE,Other
40263-1,Christmas Town Square,2017,Seasonal,Christmas,179,3,9.99,5,1,7,,FALSE,FALSE,FALSE,Other
40264-1,Build My Heartlake City Accessory Set,2017,Friends,,121,NA,2.49,0,0,NA,,FALSE,FALSE,FALSE,Other
41143-1,Berry's Kitchen,2017,Disney,Palace Pets,61,NA,5.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41144-1,Petite's Royal Stable,2017,Disney,Palace Pets,75,NA,9.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41145-1,Ariel and the Magical Spell,2017,Disney,The Little Mermaid,222,2,29.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41146-1,Cinderella's Enchanted Evening,2017,Disney,Cinderella,350,2,39.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41147-1,Anna's Snow Adventure,2017,Disney,Frozen,153,1,19.99,5,1,5,12,FALSE,FALSE,FALSE,Other
41148-1,Elsa's Magical Ice Palace,2017,Disney,Frozen,701,7,79.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41181-1,Naida's Gondola & the Goblin Thief,2017,Elves,,67,2,9.99,3.66666666666667,3,7,12,FALSE,FALSE,FALSE,Other
41182-1,The Capture of Sophie Jones,2017,Elves,,226,2,19.99,0,0,7,12,FALSE,FALSE,FALSE,Other
41183-1,The Goblin King's Evil Dragon,2017,Elves,,339,2,29.99,4.66666666666667,3,8,12,FALSE,FALSE,FALSE,Other
41184-1,Aira's Airship & the Amulet Chase,2017,Elves,,343,3,39.99,4,2,8,12,FALSE,FALSE,FALSE,Other
41185-1,Magic Rescue from the Goblin Village,2017,Elves,,637,5,59.99,0,0,7,12,FALSE,FALSE,FALSE,Other
41186-1,Azari & the Goblin Forest Escape,2017,Elves,,145,2,19.99,5,1,7,12,FALSE,FALSE,FALSE,Other
41187-1,Rosalyn's Healing Hideout,2017,Elves,,460,3,49.99,5,1,8,12,FALSE,FALSE,FALSE,Other
41188-1,Breakout from the Goblin King's Fortress,2017,Elves,,695,4,69.99,0,0,8,12,FALSE,FALSE,FALSE,Other
41230-1,Batgirl Batjet Chase,2017,DC Super Hero Girls,,206,1,24.99,4,1,7,12,TRUE,FALSE,FALSE,Outside brand
41232-1,Super Hero High School,2017,DC Super Hero Girls,,712,3,79.99,0,0,8,12,TRUE,FALSE,FALSE,Outside brand
41233-1,Lashina Tank,2017,DC Super Hero Girls,,145,1,14.99,4,1,7,12,TRUE,FALSE,FALSE,Outside brand
41234-1,Bumblebee Helicopter,2017,DC Super Hero Girls,,142,1,14.99,4,1,7,12,TRUE,FALSE,FALSE,Outside brand
41236-1,Harley Quinn Dorm,2017,DC Super Hero Girls,,176,1,19.99,0,0,7,12,TRUE,FALSE,FALSE,Outside brand
41237-1,Batgirl Secret Bunker,2017,DC Super Hero Girls,,351,2,44.99,0,0,7,12,TRUE,FALSE,FALSE,Outside brand
41238-1,Lena Luthor Kryptomite Factory,2017,DC Super Hero Girls,,432,2,59.99,0,0,7,12,TRUE,FALSE,FALSE,Outside brand
41239-1,Eclipso Dark Palace,2017,DC Super Hero Girls,,1078,3,99.99,5,1,9,12,TRUE,FALSE,FALSE,Outside brand
41300-1,Puppy Championship,2017,Friends,Dog Show,185,1,19.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41301-1,Puppy Parade,2017,Friends,Dog Show,145,1,14.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41302-1,Puppy Pampering,2017,Friends,Dog Show,45,NA,4.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41303-1,Puppy Playground,2017,Friends,Dog Show,62,NA,4.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41304-1,Puppy Treats & Tricks,2017,Friends,Dog Show,45,NA,4.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41305-1,Emma's Photo Studio,2017,Friends,,96,1,9.99,4,1,5,12,FALSE,FALSE,FALSE,Other
41306-1,Mia's Beach Scooter,2017,Friends,Summer,79,1,9.99,3.66666666666667,3,5,12,FALSE,FALSE,FALSE,Other
41307-1,Olivia's Creative Lab,2017,Friends,,91,1,9.99,5,2,5,12,FALSE,FALSE,FALSE,Other
41308-1,Stephanie's Friendship Cakes,2017,Friends,,94,1,9.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41309-1,Andrea's Musical Duet,2017,Friends,,86,1,9.99,3,1,5,12,FALSE,FALSE,FALSE,Other
41310-1,Heartlake Gift Delivery,2017,Friends,Party,185,1,19.99,4,1,6,12,FALSE,FALSE,FALSE,Other
41311-1,Heartlake Pizzeria,2017,Friends,,289,2,29.99,3.5,2,6,12,FALSE,FALSE,FALSE,Other
41313-1,Heartlake Summer Pool,2017,Friends,Summer,589,2,49.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41314-1,Stephanie's House,2017,Friends,,622,3,69.99,5,1,6,12,FALSE,FALSE,FALSE,Other
41315-1,Heartlake Surf Shop,2017,Friends,Summer,186,1,19.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41316-1,Andrea's Speedboat Transporter,2017,Friends,Summer,309,2,29.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41317-1,Sunshine Catamaran,2017,Friends,Summer,603,3,69.99,0,0,7,12,FALSE,FALSE,FALSE,Other
41318-1,Heartlake Hospital,2017,Friends,,871,5,99.99,0,0,7,12,FALSE,FALSE,FALSE,Other
41319-1,Snow Resort Hot Chocolate Van,2017,Friends,Snow Resort,246,2,24.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41320-1,Heartlake Frozen Yogurt Shop,2017,Friends,,328,2,39.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41321-1,Snow Resort Off-Roader,2017,Friends,Snow Resort,141,1,14.99,4,1,6,12,FALSE,FALSE,FALSE,Other
41322-1,Snow Resort Ice Rink,2017,Friends,Snow Resort,307,2,29.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41323-1,Snow Resort Chalet,2017,Friends,Snow Resort,402,2,39.99,0,0,7,12,FALSE,FALSE,FALSE,Other
41324-1,Snow Resort Ski Lift,2017,Friends,Snow Resort,585,2,59.99,0,0,8,12,FALSE,FALSE,FALSE,Other
41325-1,Heartlake City Playground,2017,Friends,,326,2,39.99,0,0,6,12,FALSE,FALSE,FALSE,Other
41326-1,Friends Advent Calendar,2017,Friends,Seasonal,217,1,29.99,0,0,5,12,FALSE,FALSE,FALSE,Other
41485-1,Finn,2017,BrickHeadz,Star Wars,91,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41486-1,Captain Phasma,2017,BrickHeadz,Star Wars,127,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41487-1,Lloyd,2017,BrickHeadz,Ninjago,102,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41488-1,Master Wu,2017,BrickHeadz,Ninjago,89,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41489-1,Rey & Kylo Ren,2017,BrickHeadz,Star Wars,249,NA,19.99,0,0,10,,FALSE,FALSE,FALSE,Other
41496-1,Supergirl & Martian Manhunter,2017,BrickHeadz,DC Comics Super Heroes,234,NA,39.99,0,0,10,,FALSE,FALSE,FALSE,Other
41497-1,Spider-Man & Venom,2017,BrickHeadz,Marvel Super Heroes,144,NA,39.99,0,0,10,,FALSE,FALSE,FALSE,Other
41585-1,Batman,2017,BrickHeadz,DC Comics Super Heroes,91,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41586-1,Batgirl,2017,BrickHeadz,DC Comics Super Heroes,99,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41587-1,Robin,2017,BrickHeadz,DC Comics Super Heroes,101,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41588-1,The Joker,2017,BrickHeadz,DC Comics Super Heroes,151,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41589-1,Captain America,2017,BrickHeadz,Marvel Super Heroes,79,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41590-1,Iron Man,2017,BrickHeadz,Marvel Super Heroes,96,NA,9.99,5,1,10,,FALSE,FALSE,FALSE,Other
41591-1,Black Widow,2017,BrickHeadz,Marvel Super Heroes,143,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41592-1,The Hulk,2017,BrickHeadz,Marvel Super Heroes,93,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41593-1,Captain Jack Sparrow,2017,BrickHeadz,Disney,109,NA,9.99,5,1,10,,FALSE,FALSE,FALSE,Other
41594-1,Captain Armando Salazar,2017,BrickHeadz,Disney,118,NA,9.99,0,0,10,,FALSE,FALSE,FALSE,Other
41595-1,Belle,2017,BrickHeadz,Disney,139,NA,9.99,5,1,10,,FALSE,FALSE,FALSE,Other
41596-1,Beast,2017,BrickHeadz,Disney,116,NA,9.99,4,2,10,,FALSE,FALSE,FALSE,Other
42057-1,Ultralight Helicopter,2017,Technic,,199,NA,19.99,3.8,5,8,14,FALSE,FALSE,FALSE,Other
42058-1,Stunt Bike,2017,Technic,,140,NA,19.99,5,1,7,14,FALSE,FALSE,FALSE,Other
42059-1,Stunt Truck,2017,Technic,,142,NA,19.99,5,1,7,14,FALSE,FALSE,FALSE,Other
42060-1,Roadwork Crew,2017,Technic,,365,NA,29.99,4,2,8,14,FALSE,FALSE,FALSE,Other
42061-1,Telehandler,2017,Technic,,260,NA,39.99,4.5,4,9,16,FALSE,FALSE,FALSE,Other
42062-1,Container Yard,2017,Technic,,631,NA,59.99,3.5,2,8,14,FALSE,FALSE,FALSE,Other
42063-1,BMW R 1200 GS Adventure,2017,Technic,,603,NA,59.99,5,2,10,16,FALSE,FALSE,FALSE,Other
42064-1,Ocean Explorer,2017,Technic,,1327,NA,119.99,0,0,10,16,FALSE,FALSE,FALSE,Other
42065-1,RC Tracked Racer,2017,Technic,,370,NA,99.99,4.75,4,9,16,FALSE,FALSE,FALSE,Other
42066-1,Air Race Jet,2017,Technic,,1151,NA,159.99,4,1,10,16,FALSE,FALSE,FALSE,Other
42068-1,Airport Rescue Vehicle,2017,Technic,,1094,NA,99.99,4,2,10,16,FALSE,FALSE,FALSE,Other
42069-1,Extreme Adventure,2017,Technic,,2382,NA,179.99,5,3,11,16,FALSE,FALSE,FALSE,Other
42070-1,6x6 All Terrain Tow Truck,2017,Technic,,1862,NA,289.99,3,3,11,,FALSE,FALSE,FALSE,Other
60135-1,ATV Arrest,2017,City,Police,47,2,6.99,4,2,5,12,FALSE,FALSE,FALSE,Other
60136-1,Police Starter Set,2017,City,Police,80,4,9.99,4.66666666666667,3,5,12,FALSE,FALSE,FALSE,Other
60137-1,Tow Truck Trouble,2017,City,Police,144,3,19.99,5,3,5,12,FALSE,FALSE,FALSE,Other
60138-1,High-speed Chase,2017,City,Police,294,4,39.99,4,2,5,12,FALSE,FALSE,FALSE,Other
60139-1,Mobile Command Center,2017,City,Police,374,4,49.99,0,0,6,12,FALSE,FALSE,FALSE,Other
60140-1,Bulldozer Break-In,2017,City,Police,561,5,69.99,5,1,5,12,FALSE,FALSE,FALSE,Other
60141-1,Police Station,2017,City,Police,894,7,99.99,4,1,6,12,FALSE,FALSE,FALSE,Other
60142-1,Money Transporter,2017,City,Police,138,2,19.99,3,1,5,12,FALSE,FALSE,FALSE,Other
60143-1,Auto Transport Heist,2017,City,Police,403,4,49.99,0,0,5,12,FALSE,FALSE,FALSE,Other
60144-1,Race Plane,2017,City,Great Vehicles,89,1,9.99,4.5,4,5,12,FALSE,FALSE,FALSE,Other
60145-1,Buggy,2017,City,Great Vehicles,81,1,9.99,4.66666666666667,3,5,12,FALSE,FALSE,FALSE,Other
60146-1,Stunt Truck,2017,City,Great Vehicles,91,1,9.99,5,1,5,12,FALSE,FALSE,FALSE,Other
60147-1,Fishing Boat,2017,City,Great Vehicles,144,2,19.99,4.33333333333333,6,5,12,FALSE,FALSE,FALSE,Other
60148-1,ATV Race Team,2017,City,Great Vehicles,239,2,19.99,4.16666666666667,6,5,12,FALSE,FALSE,FALSE,Other
60149-1,4x4 with Catamaran,2017,City,Great Vehicles,198,2,19.99,4,3,5,12,FALSE,FALSE,FALSE,Other
60150-1,Pizza Van,2017,City,Great Vehicles,249,2,19.99,4.77777777777778,9,5,12,FALSE,FALSE,FALSE,Other
60151-1,Dragster Transporter,2017,City,Great Vehicles,333,2,29.99,4,2,5,12,FALSE,FALSE,FALSE,Other
60152-1,Sweeper & Excavator,2017,City,Construction,299,2,29.99,0,0,5,12,FALSE,FALSE,FALSE,Other
60154-1,Bus Station,2017,City,Town,337,6,49.99,4.33333333333333,3,5,12,FALSE,FALSE,FALSE,Other
60155-1,City Advent Calendar,2017,City,Seasonal,248,6,29.99,4,2,5,12,FALSE,FALSE,FALSE,Other
60156-1,Jungle Buggy,2017,City,Jungle,53,1,6.99,4,2,5,12,FALSE,FALSE,FALSE,Other
60157-1,Jungle Starter Set,2017,City,Jungle,88,3,9.99,4.66666666666667,3,5,12,FALSE,FALSE,FALSE,Other
60159-1,Jungle Halftrack Mission,2017,City,Jungle,378,2,39.99,3,2,6,12,FALSE,FALSE,FALSE,Other
60160-1,Jungle Mobile Lab,2017,City,Jungle,426,4,59.99,4,2,7,12,FALSE,FALSE,FALSE,Other
60161-1,Jungle Exploration Site,2017,City,Jungle,813,7,119.99,4.5,2,8,12,FALSE,FALSE,FALSE,Other
60162-1,Jungle Air Drop Helicopter,2017,City,Jungle,1250,7,149.99,4.5,2,8,12,FALSE,FALSE,FALSE,Other
60163-1,Coast Guard Starter Set,2017,City,Coast Guard,76,3,9.99,3,2,5,12,FALSE,FALSE,FALSE,Other
60164-1,Sea Rescue Plane,2017,City,Coast Guard,141,2,19.99,3,1,5,12,FALSE,FALSE,FALSE,Other
60166-1,Heavy-Duty Rescue Helicopter,2017,City,Coast Guard,415,4,59.99,5,1,6,12,FALSE,FALSE,FALSE,Other
60168-1,Sailboat Rescue,2017,City,Coast Guard,195,2,29.99,4,2,5,12,FALSE,FALSE,FALSE,Other
70347-1,King's Guard Artillery,2017,Nexo Knights,Season 3,98,2,9.99,5,1,7,14,FALSE,FALSE,FALSE,Other
70348-1,Lance's Twin Jouster,2017,Nexo Knights,Season 3,216,3,19.99,5,1,8,14,FALSE,FALSE,FALSE,Other
70349-1,Ruina's Lock & Roller,2017,Nexo Knights,Season 3,208,3,19.99,4.25,4,8,14,FALSE,FALSE,FALSE,Other
70350-1,The Three Brothers,2017,Nexo Knights,Season 3,266,3,29.99,0,0,8,14,FALSE,FALSE,FALSE,Other
70351-1,Clay's Falcon Fighter Blaster,2017,Nexo Knights,Season 3,523,3,49.99,5,1,8,14,FALSE,FALSE,FALSE,Other
70352-1,Jestro's Headquarters,2017,Nexo Knights,Season 3,840,7,89.99,0,0,9,14,FALSE,FALSE,FALSE,Other
70353-1,The Heligoyle,2017,Nexo Knights,Season 4,318,3,29.99,0,0,8,14,FALSE,FALSE,FALSE,Other
70354-1,Axl's Rumble Maker,2017,Nexo Knights,Season 4,393,4,39.99,4,1,8,14,FALSE,FALSE,FALSE,Other
70355-1,Aaron's Rock Climber,2017,Nexo Knights,Season 4,598,5,59.99,4,1,8,14,FALSE,FALSE,FALSE,Other
70356-1,The Stone Colossus of Ultimate Destruction,2017,Nexo Knights,Season 4,785,5,69.99,0,0,8,14,FALSE,FALSE,FALSE,Other
70357-1,Knighton Castle,2017,Nexo Knights,Season 4,1426,11,129.99,0,0,9,14,FALSE,FALSE,FALSE,Other
70358-1,Aaron's Stone Destroyer,2017,Nexo Knights,Season 3,251,2,24.99,0,0,8,14,FALSE,FALSE,FALSE,Other
70361-1,Macy's Bot Drop Dragon,2017,Nexo Knights,Season 4,153,3,14.99,0,0,7,14,FALSE,FALSE,FALSE,Other
70362-1,Battle Suit Clay,2017,Nexo Knights,Battle Suits,79,1,9.99,0,0,7,14,FALSE,FALSE,FALSE,Other
70363-1,Battle Suit Macy,2017,Nexo Knights,Battle Suits,66,1,9.99,0,0,7,14,FALSE,FALSE,FALSE,Other
70364-1,Battle Suit Aaron,2017,Nexo Knights,Battle Suits,80,1,9.99,5,1,7,14,FALSE,FALSE,FALSE,Other
70365-1,Battle Suit Axl,2017,Nexo Knights,Battle Suits,88,1,9.99,5,1,7,14,FALSE,FALSE,FALSE,Other
70366-1,Battle Suit Lance,2017,Nexo Knights,Battle Suits,83,1,9.99,0,0,7,14,FALSE,FALSE,FALSE,Other
70372-1,Combo NEXO Powers Wave 1,2017,Nexo Knights,Combo NEXO Powers,10,NA,3.99,3.5,2,7,14,FALSE,FALSE,FALSE,Other
70373-1,Combo NEXO Powers Wave 2,2017,Nexo Knights,Combo NEXO Powers,10,NA,3.99,2,1,7,14,FALSE,FALSE,FALSE,Other
70606-1,Spinjitzu Training,2017,The LEGO Ninjago Movie,,109,2,9.99,4.625,8,6,14,FALSE,FALSE,FALSE,Other
70608-1,Master Falls,2017,The LEGO Ninjago Movie,,312,4,29.99,3.75,4,7,14,FALSE,FALSE,FALSE,Other
70609-1,Manta Ray Bomber,2017,The LEGO Ninjago Movie,,341,4,29.99,4.75,4,7,14,FALSE,FALSE,FALSE,Other
70610-1,Flying Jelly Sub,2017,The LEGO Ninjago Movie,,341,4,29.99,5,1,8,14,FALSE,FALSE,FALSE,Other
70611-1,Water Strider,2017,The LEGO Ninjago Movie,,494,4,29.99,4,4,8,14,FALSE,FALSE,FALSE,Other
70612-1,Green Ninja Mech Dragon,2017,The LEGO Ninjago Movie,,544,4,49.99,5,3,8,14,FALSE,FALSE,FALSE,Other
70613-1,Garma Mecha Man,2017,The LEGO Ninjago Movie,,747,4,59.99,0,0,8,14,FALSE,FALSE,FALSE,Other
70614-1,Lightning Jet,2017,The LEGO Ninjago Movie,,876,6,59.99,4.5,2,9,14,FALSE,FALSE,FALSE,Other
70615-1,Fire Mech,2017,The LEGO Ninjago Movie,,944,6,69.99,0,0,9,14,FALSE,FALSE,FALSE,Other
70616-1,Ice Tank,2017,The LEGO Ninjago Movie,,914,5,79.99,5,1,9,14,FALSE,FALSE,FALSE,Other
70618-1,Destiny's Bounty,2017,The LEGO Ninjago Movie,,2295,7,159.99,5,9,9,14,FALSE,FALSE,FALSE,Other
70621-1,The Vermillion Attack,2017,Ninjago,The Hands of Time,83,3,9.99,5,1,6,14,FALSE,FALSE,FALSE,Other
70622-1,Desert Lightning,2017,Ninjago,The Hands of Time,201,3,19.99,4,1,7,14,FALSE,FALSE,FALSE,Other
70623-1,Destiny's Shadow,2017,Ninjago,The Hands of Time,360,3,29.99,5,1,7,14,FALSE,FALSE,FALSE,Other
70624-1,Vermillion Invader,2017,Ninjago,The Hands of Time,313,3,29.99,4,3,8,14,FALSE,FALSE,FALSE,Other
70625-1,Samurai VXL,2017,Ninjago,The Hands of Time,428,4,49.99,0,0,7,14,FALSE,FALSE,FALSE,Other
70626-1,Dawn of Iron Doom,2017,Ninjago,The Hands of Time,704,6,59.99,4.5,2,8,14,FALSE,FALSE,FALSE,Other
70627-1,Dragon's Forge,2017,Ninjago,The Hands of Time,1137,6,79.99,5,2,8,14,FALSE,FALSE,FALSE,Other
70900-1,The Joker Balloon Escape,2017,The LEGO Batman Movie,,124,2,14.99,4.33333333333333,3,6,12,TRUE,FALSE,FALSE,Outside brand
70901-1,Mr. Freeze Ice Attack,2017,The LEGO Batman Movie,,201,3,19.99,4.4,5,7,14,TRUE,FALSE,FALSE,Outside brand
70902-1,Catwoman Catcycle Chase,2017,The LEGO Batman Movie,,139,3,19.99,4.42857142857143,7,7,14,TRUE,FALSE,FALSE,Outside brand
70903-1,The Riddler Riddle Racer,2017,The LEGO Batman Movie,,254,5,29.99,5,4,7,14,TRUE,FALSE,FALSE,Outside brand
70904-1,Clayface Splat Attack,2017,The LEGO Batman Movie,,448,2,34.99,4.375,8,8,14,TRUE,FALSE,FALSE,Outside brand
70905-1,The Batmobile,2017,The LEGO Batman Movie,,581,5,59.99,5,1,8,14,TRUE,FALSE,FALSE,Outside brand
70906-1,The Joker Notorious Lowrider,2017,The LEGO Batman Movie,,433,3,49.99,5,5,8,14,TRUE,FALSE,FALSE,Outside brand
70907-1,Killer Croc Tail-Gator,2017,The LEGO Batman Movie,,460,4,69.99,4,1,8,14,TRUE,FALSE,FALSE,Outside brand
70910-1,Scarecrow Special Delivery,2017,The LEGO Batman Movie,,204,3,19.99,3.75,4,7,14,TRUE,FALSE,FALSE,Outside brand
70911-1,The Penguin Arctic Roller,2017,The LEGO Batman Movie,,305,2,29.99,5,2,8,14,TRUE,FALSE,FALSE,Outside brand
70912-1,Arkham Asylum,2017,The LEGO Batman Movie,,1628,13,149.99,4.66666666666667,3,NA,,TRUE,FALSE,FALSE,Outside brand
70913-1,Scarecrow Fearful Face-off,2017,The LEGO Batman Movie,,141,2,14.99,5,4,6,12,TRUE,FALSE,FALSE,Outside brand
70914-1,Bane Toxic Truck Attack,2017,The LEGO Batman Movie,,366,3,49.99,4,3,8,14,TRUE,FALSE,FALSE,Outside brand
70915-1,Two-Face Double Demolition,2017,The LEGO Batman Movie,,564,4,59.99,5,1,9,14,TRUE,FALSE,FALSE,Outside brand
70916-1,The Batwing,2017,The LEGO Batman Movie,,1053,3,89.99,5,1,9,14,TRUE,FALSE,FALSE,Outside brand
70917-1,The Ultimate Batmobile,2017,The LEGO Batman Movie,,1456,8,139.99,5,7,10,16,TRUE,FALSE,FALSE,Outside brand
70922-1,The Joker Manor,2017,The LEGO Batman Movie,,3444,10,269.99,5,1,14,,TRUE,FALSE,FALSE,Outside brand
71017-2,Glam Metal Batman,2017,Collectable Minifigures,The LEGO Batman Movie,7,1,3.99,5,5,5,,FALSE,FALSE,FALSE,Other
71017-3,Fairy Batman,2017,Collectable Minifigures,The LEGO Batman Movie,7,1,3.99,4.5,2,5,,FALSE,FALSE,FALSE,Other
71017-4,Clan of the Cave Batman,2017,Collectable Minifigures,The LEGO Batman Movie,6,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71017-5,Vacation Batman,2017,Collectable Minifigures,The LEGO Batman Movie,7,1,3.99,4.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
71017-6,Barbara Gordon,2017,Collectable Minifigures,The LEGO Batman Movie,7,1,3.99,4.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
71017-7,Commissioner Gordon,2017,Collectable Minifigures,The LEGO Batman Movie,6,1,3.99,3.5,2,5,,FALSE,FALSE,FALSE,Other
71017-9,Dick Grayson,2017,Collectable Minifigures,The LEGO Batman Movie,6,1,3.99,4.33333333333333,3,5,,FALSE,FALSE,FALSE,Other
71017-10,Pink Power Batgirl,2017,Collectable Minifigures,The LEGO Batman Movie,7,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71017-11,Red Hood,2017,Collectable Minifigures,The LEGO Batman Movie,8,1,3.99,4.5,2,5,,FALSE,FALSE,FALSE,Other
71017-13,Nurse Harley Quinn,2017,Collectable Minifigures,The LEGO Batman Movie,6,1,3.99,5,2,5,,FALSE,FALSE,FALSE,Other
71017-14,Orca,2017,Collectable Minifigures,The LEGO Batman Movie,4,1,3.99,3.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
71017-15,Zodiac Master,2017,Collectable Minifigures,The LEGO Batman Movie,5,1,3.99,4,2,5,,FALSE,FALSE,FALSE,Other
71017-16,Catman,2017,Collectable Minifigures,The LEGO Batman Movie,8,1,3.99,4.33333333333333,3,5,,FALSE,FALSE,FALSE,Other
71017-17,March Harriet,2017,Collectable Minifigures,The LEGO Batman Movie,5,1,3.99,4.25,4,5,,FALSE,FALSE,FALSE,Other
71017-19,King Tut,2017,Collectable Minifigures,The LEGO Batman Movie,7,1,3.99,4.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
71018-1,Professional Surfer,2017,Collectable Minifigures,Series 17,5,1,3.99,4,3,5,,FALSE,FALSE,FALSE,Other
71018-2,Circus Strong Man,2017,Collectable Minifigures,Series 17,5,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71018-3,Gourmet Chef,2017,Collectable Minifigures,Series 17,6,1,3.99,5,3,5,,FALSE,FALSE,FALSE,Other
71018-4,Corn Cob Guy,2017,Collectable Minifigures,Series 17,4,1,3.99,4.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
71018-5,Veterinarian,2017,Collectable Minifigures,Series 17,5,1,3.99,5,2,5,,FALSE,FALSE,FALSE,Other
71018-6,Hot Dog Man,2017,Collectable Minifigures,Series 17,7,1,3.99,4,4,5,,FALSE,FALSE,FALSE,Other
71018-7,Butterfly Girl,2017,Collectable Minifigures,Series 17,9,1,3.99,4,2,5,,FALSE,FALSE,FALSE,Other
71018-8,Roman Gladiator,2017,Collectable Minifigures,Series 17,5,1,3.99,4.33333333333333,3,5,,FALSE,FALSE,FALSE,Other
71018-9,Connoisseur,2017,Collectable Minifigures,Series 17,6,1,3.99,4,4,5,,FALSE,FALSE,FALSE,Other
71018-10,Battle Dwarf,2017,Collectable Minifigures,Series 17,8,1,3.99,4,3,5,,FALSE,FALSE,FALSE,Other
71018-11,Retro Spaceman,2017,Collectable Minifigures,Series 17,6,1,3.99,4.5,4,5,,FALSE,FALSE,FALSE,Other
71018-12,Yuppie,2017,Collectable Minifigures,Series 17,7,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71018-13,Rocket Boy,2017,Collectable Minifigures,Series 17,6,1,3.99,5,3,5,,FALSE,FALSE,FALSE,Other
71018-14,Dance Instructor,2017,Collectable Minifigures,Series 17,6,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71018-16,Highwayman,2017,Collectable Minifigures,Series 17,8,1,3.99,4.6,5,5,,FALSE,FALSE,FALSE,Other
71019-1,Kai Kendo,2017,Collectable Minifigures,The LEGO Ninjago Movie,7,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71019-2,Spinjitzu Training Nya,2017,Collectable Minifigures,The LEGO Ninjago Movie,6,1,3.99,5,1,5,,FALSE,FALSE,FALSE,Other
71019-3,Lloyd,2017,Collectable Minifigures,The LEGO Ninjago Movie,9,1,3.99,4.5,2,5,,FALSE,FALSE,FALSE,Other
71019-4,Master Wu,2017,Collectable Minifigures,The LEGO Ninjago Movie,8,1,3.99,4.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
71019-5,Garmadon,2017,Collectable Minifigures,The LEGO Ninjago Movie,7,1,3.99,4,2,5,,FALSE,FALSE,FALSE,Other
71019-6,Jay Walker,2017,Collectable Minifigures,The LEGO Ninjago Movie,9,1,3.99,4.33333333333333,3,5,,FALSE,FALSE,FALSE,Other
71019-7,Lloyd Garmadon,2017,Collectable Minifigures,The LEGO Ninjago Movie,6,1,3.99,4.33333333333333,3,5,,FALSE,FALSE,FALSE,Other
71019-8,Cole,2017,Collectable Minifigures,The LEGO Ninjago Movie,5,1,3.99,4,2,5,,FALSE,FALSE,FALSE,Other
71019-9,Misako,2017,Collectable Minifigures,The LEGO Ninjago Movie,5,1,3.99,5,2,5,,FALSE,FALSE,FALSE,Other
71019-10,Zane,2017,Collectable Minifigures,The LEGO Ninjago Movie,5,1,3.99,4.5,2,5,,FALSE,FALSE,FALSE,Other
71019-11,Shark Army General #1,2017,Collectable Minifigures,The LEGO Ninjago Movie,7,1,3.99,5,2,5,,FALSE,FALSE,FALSE,Other
71019-12,Shark Army Octopus,2017,Collectable Minifigures,The LEGO Ninjago Movie,8,1,3.99,4,1,5,,FALSE,FALSE,FALSE,Other
71019-13,Shark Army Angler,2017,Collectable Minifigures,The LEGO Ninjago Movie,7,1,3.99,4.66666666666667,3,5,,FALSE,FALSE,FALSE,Other
